S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52
80.23597176884097,98.9829156910475,9.945373503076949,94.8025946692335,46.31228837624705,8.950243034552773,6.1954809258570105,90.32364359248943,74.72609632247645,18.67311811395157,61.71322453371909,78.23539945928162,78.0659958635897,43.44598087070588,73.42829940155548,95.78407725933437,57.6687625802857,8.023820760624245,69.34872991383271,57.68503484364159,89.90071172143855,39.08908352912758,33.88286166712322,99.48762018629886,81.5746374053207,86.79041729219688,41.64770098601477,73.57701555328818,51.750827061140235,13.55592352663063,21.144196787941272,29.97719553842183,93.90051125220195,92.88424165553386,92.13133217100692,87.12770799492853,34.559854256762094,7.273267657114135,76.8170712529592,80.48086965257882,72.78520267014359,59.38399395553896,22.653970556979974,44.901093922625215,87.4511946700911,18.13527132934697,30.64504697407119,77.48223926884195,74.0835351399151,76.53172577153428,63.46429582182268,76.26158970411116,62.99821046540083
34.515981938625714,95.49416409272628,94.7577752877267,99.93858499485381,67.06127398867099,57.22680970636158,30.398622650289553,77.94645220970136,88.94401001508935,66.93289083226523,40.80120208216049,29.012158090566743,79.912155938841,67.41390727264617,41.5927552805117,74.0602419306788,80.35907881823022,46.14429083401429,27.267712324109027,4.186396631302314,17.4160946843267,10.87376286372994,25.77230687663358,57.68538632223107,21.3043128865519,48.33661760940926,94.96034024136914,80.72696666943587,8.295863626147494,62.66192860401897,45.34492963326839,19.754958756406648,21.384642372880958,56.4791595716867,99.1969782461361,44.40950336311313,32.07708034913609,36.19672890551256,46.66333902217343,86.69492535368019,85.55522004505232,12.960511790445139,12.717769250710075,25.11744905591321,92.9287668386168,76.69397300317605,53.84392252605408,66.7026142005511,28.254085419988982,12.342791171644174,34.46894328183132,64.8571040107186,62.80134576830032
91.36119924458455,52.46510593354527,11.465563172167148,93.42332509984045,77.49962625552794,86.97148524676054,12.740137990387613,7.0635032255604635,17.397402920683447,81.21902789732155,85.86459397478824,1.3318997241048458,34.5142516684554,97.61731181605685,89.11570299697763,86.36963309542575,83.49789780498725,37.4712288605752,30.27358417447853,45.11848003384864,95.41567215241741,27.517710512973114,50.22164139069765,65.42691590388122,7.726596470653668,67.3963238409123,43.73646808876259,55.580715714426965,73.55716452234242,76.34802709317295,11.0092422690659,96.7370927651362,28.874606374423063,89.85738148496348,26.66482031957279,22.62720872528874,99.87590661271092,53.072785298568014,6.260004822120369,37.32961837132838,35.13058217073123,81.96892061989857,44.503550128404115,93.807132609273,9.534406199486689,76.54093805554788,42.581284276572596,22.843922157237785,96.1390390374736,14.676629103530736,50.17959411426883,92.62910403937295,99.25779750871477
19.846987487910283,9.022747311814584,88.48943005946343,24.872871678861653,13.863566080604272,74.07162837022747,84.76201590876305,29.477403141670877,38.84765553473804,57.50467974171342,59.63699585298647,23.356157573897217,45.28471815225855,36.94344828510945,59.17469814749899,88.69003101930393,53.69484830605518,38.99920628622547,55.55848932469062,44.68767494007068,30.074370737835554,33.58135157892009,49.298546769161774,86.01118193196797,22.741559155279244,6.489999406942171,34.63678066564471,2.3268956787796835,6.809123642938896,80.30632550964735,21.27074536114346,61.004949383829945,97.8915177956769,80.41596386868129,92.08425190252335,74.46244444023492,31.237699358489778,63.5103230345815,90.56735371118408,84.67696514313012,56.282239136636825,27.323263072714976,96.87589710723688,70.33860772156407,17.077793292177024,63.73200619328693,17.246060131514042,26.638391232259817,77.69341866414831,32.41483015044883,81.47793521505925,16.685452287911307,82.33762801511517
28.93829640530704,80.64317697412633,37.723989870817,49.905360673119084,14.289833042127576,67.83212390392002,59.58434923809271,22.636253354426817,77.28220732924514,23.884594327516705,64.37585229189192,69.30250633031449,66.23121948205487,27.48378397047393,92.98851737221776,82.10704564986732,27.198691827818966,85.96737032853443,73.65164355569198,96.17991061564207,99.2194694036338,74.27400926712791,95.78371004399729,48.793894443784694,31.48293392955541,34.83306242733276,55.6851474358988,81.6892002073576,47.48925487031583,58.3530966321856,27.80737345806209,80.83434053959931,0.022502311482108794,82.53757581226037,86.41263837232457,64.45306603916593,34.34672010487622,7.165137235304275,85.11279546126154,34.664657514466825,47.562218638792984,38.88233429046301,72.04141552318539,53.426200856523934,63.05379721347199,21.73791463546644,30.47595305808539,15.475809187396628,93.89355239515676,97.41410209649473,75.94676856496113,68.93152822559205,56.20541912168451
28.52087055254455,29.841565610574406,1.17705575464645,15.040511538750733,39.68021890256699,97.05212990860333,5.539365925941908,11.051805447037777,28.629836701190392,85.21440153987409,21.31939989496987,55.30911140052045,14.504770984978677,64.22855573705465,15.399414511557207,41.83692326941683,47.91206528323669,79.80086849076442,57.32038744669046,92.11607361229453,30.855331468616154,67.66806049010874,98.06730964100664,15.425375029493527,8.080696768540353,89.48053830612774,76.63339122506305,16.361394050944224,13.802518809704068,19.333348676966388,36.6601785230384,99.60680471898127,21.86214287324414,70.92899701829396,71.93888750469038,43.915394765261176,26.634049760694158,61.0592368918799,37.85822336726268,80.732841264382,68.56676358485272,94.3130498625744,59.62782113132258,98.19857763914935,56.55346661504268,48.60982234755237,20.854279852201284,74.68264714004529,70.92611834335976,35.93275327028152,78.6695071549607,56.982197608724796,54.15214170114622
45.45932229232811,64.31274633968981,32.27446279371555,2.6083630099025923,61.70424911557299,11.387798256518856,61.43257652756839,3.4561973141645774,86.03937245430627,66.83946472812973,7.2688769503189254,35.302769678264454,32.526226201840615,67.0802726769472,37.40575776692727,42.58970106094061,1.545770033935434,68.9439604882583,93.02124938197525,23.542171261994195,35.177872623479466,10.034545370252811,30.9947984357408,52.47905301065019,33.33109921452685,0.21430913104393268,2.1280585286266085,2.207235179697342,93.93380087184443,89.48302915401013,20.93408115422045,29.797666545677604,56.11637853495738,93.9592109615925,51.255519382598756,97.93042245923444,17.88644026463263,71.80180012960831,68.85089633453887,19.206159213657415,16.781490932848474,8.754685082426583,90.99328868071342,73.29088268136292,85.82517989027131,4.701991677651762,15.258968349995715,29.188382820239323,18.40272076668903,55.30598928333419,62.428222422953574,53.08480511618689,65.19485580175201
4.368703759035364,5.146958854515082,16.27357405364932,80.87194619433198,66.66360383165902,4.862831780035148,30.106445260031023,2.393751039297509,79.22830296316452,54.67464417476727,20.337519417074688,6.565422626117368,99.93954428593912,30.79764688953287,67.6501535029148,82.3862072467313,32.37946801564028,22.24033479845232,72.06830689579526,99.22766623956495,96.68735023480548,90.24380740999909,47.96405935622392,46.12801471085424,23.19468183061353,60.24006882389538,61.30179927981977,72.19961650614096,95.01169836131359,92.6803563590043,7.760118043668296,81.24910664987974,82.00443609603927,26.407414036019173,84.453441016377,62.259919053185406,40.149266614853474,32.36000988087701,80.59134530691071,77.27124481828676,60.762852123086745,41.77017255871684,72.76685849433939,42.15145423258446,44.78548361373896,49.75726017365818,62.01591677816645,63.53542710685941,39.06072654575111,14.915097591251758,26.98567897103379,20.302160119898893,27.316579050917554
94.61782647065401,98.93418608907268,59.9003439364552,17.64655022617726,5.781044337132268,18.924989422029093,64.40086351306576,55.79013357758604,99.75017562758572,40.74847107142065,49.83772865571431,86.36711185469275,14.76351137990407,26.366941095595276,93.13814603870007,75.79439594150115,73.39295517692565,55.565600371618494,39.31854558454556,93.39522362117748,96.05245574958226,62.19141029629647,70.22907399170394,96.308022654317,24.92828582154282,31.270139363418316,66.88987205483804,30.863827208101668,78.88019527623743,94.81880021462324,22.097970393524257,42.41538398210252,61.675369419710414,96.08811496345142,19.83733320581762,81.44932432555524,14.006102934985144,79.56325053616992,88.39375792014272,79.03895316478335,17.744693387016554,93.77441725651352,35.49705828425742,81.60255149249625,56.94899808367072,15.029489202004642,76.54138714912966,24.503361196472706,57.603936094388516,10.043232575536475,22.06441361752467,74.74474421475587,59.35157145736043
16.453763048654512,14.849515181197026,21.555502208476764,48.03304434115264,63.151418508472815,58.124480947201526,10.662792000446874,46.06603146377023,30.83887432053257,56.44159295329382,64.57262703314473,21.991984340490223,1.671782468839511,30.536048380031666,69.5074749936457,5.666285099493152,15.301335877476818,24.393362522774275,83.21413578163892,77.57809190757028,74.01871802216363,49.28034037730662,97.4878934254481,64.5266685116638,41.886906377398525,66.11216255211106,83.3301766208287,72.63831905457295,27.789794408088596,32.413724544938646,85.56461778323947,46.41587514369515,26.13002180715376,84.42825772363123,98.60923477165711,50.086820181349644,38.451484297572705,82.87078408804449,32.32309065081386,98.31169331043749,23.039188597511316,26.64160695070098,91.73866188137045,80.3978189639901,72.68584016663904,66.81514489984849,39.59749286714474,29.85920142131849,99.50257419071379,54.24523479570088,75.19837915707012,86.65878369957186,47.34624580016139
